address,tread1_delay,tread1_slew,tread1_wl_delay,tread1_se_delay,tread0_delay,tread0_slew,tread0_wl_delay,tread0_se_delay
0,6.9166E-10,5.1628E-11,4.7465E-10,4.7729E-10,7.1218E-10,5.5666E-11,4.7376E-10,4.7646E-10
